0.3955 , 0.792
0.4505 , 0.578
0.5055 , 0.465
0.5385 , 0.485
0.5715 , 0.478
0.6430 , 0.415
0.7145 , 0.421
0.7800 , 0.395
0.8680 , 0.391
0.9450 , 0.356
